hotel_name,property_type,city,address,facilities,rating,min_price,max_price,latitude,longitude
Bayleaf Guest House Syariah,Guest House,"Batu, Malang","Jl. Argopuro No. 2, Sisir, Batu, Kota Batu","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Bukti Vaksin Covid-19', 'Pengisian Kendaraan Listrik', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Bukti Vaksin Covid-19', 'Pengisian Kendaraan Listrik', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'WiFi Publik', 'Pemadam Api', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Check-in Tanpa Antre', 'Resepsionis 24 Jam', 'Check-out Tanpa Antre', 'Kotak P3K']",4.6,399000,399000,-7.876602,112.533389
My Dormy Hostel UMM,Hostel,"Dau, Malang","Jl. Raya Tlogomas No.246, Babatan, Tegalgondo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Fasilitas Anak', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Fasilitas Anak', 'Penyimpanan Barang', 'Karaoke', 'Fitness', 'Fasilitas Gym', 'Porter/Bell-boy', 'AC', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",4.5,350550,265050,-7.923388,112.601588
ibis Styles Malang,hotel,"Blimbing, Malang",Jl S Parman 45,"['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Pusat Kebugaran', 'Fasilitas Rapat', 'Pemandangan Laut', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'TV di area umum', 'Lapangan golf di dalam properti', 'Fitness', 'Kolam Renang Anak', 'Ruang Merokok', 'AC', 'Lift', 'Restoran', 'Porter/Bell-boy', 'Pantai', 'Ruang merokok khusus', 'Penitipan Bagasi', 'Rak Koran', 'Ruang koper', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Layanan Concierge', 'Penukaran Mata Uang']",4.2,1071132,469902,-7.952516,112.638744
RedDoorz Syariah @ Mitra Guest House,Hotel,"Batu, Malang","Jl. Ir Sukarno No. 369, Mojorejo, Kec. Junrejo, Kota Batu, Jawa Timur, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.6,251370,179550,-7.90099,112.558841
Pohon Inn,Hotel,"Batu, Malang","Oro-Oro Ombo Street no 9 Batu City, East Java","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Bukti Vaksin Covid-19', 'Ruang Merokok', 'AC', 'Lounge', 'Fasilitas rapat', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning']",4.3,750000,555000,-7.888745,112.529357
Grand Kadaka Syariah,Hotel,"Lowokwaru, Malang","Jl. Kadaka No.5, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Penyimpanan Barang', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Brankas Hotel', 'Penitipan Bagasi']",4.3,250000,110000,-7.945536,112.619747
Grand Dream Cita Mandiri Syariah,Hotel,"Batu, Malang","JL. TRUNOJOYO NO.7C RT.02/RW.09, KECAMATAN JUNREJO, DESA JUNREJO - KOTA BATU","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Bersepeda/Bersepeda Gunung', 'Teras', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",4.4,400000,350000,-7.901452,112.558573
Gangnam Hotel near Mall Olympic Garden Malang,Hotel,"Klojen, Malang","Jl. Galunggung No.06, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65146, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam']",4.3,269588,141043,-7.972141,112.613487
Hotel Syariah 99,Hotel,"Klojen, Malang","Jl. Mayjend Panjaitan No.191, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'AC', 'Lift', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam', 'Kotak P3K']",4.2,440000,230000,-7.95303,112.619064
Front One Budget Malang By Azana,Hotel,"Lowokwaru, Malang","Jalan Puncak Borobudur Center Point B22 Mojolangu, Lowok Waru, Malang 65142","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Hasil PCR Diperlukan', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Hasil PCR Diperlukan', 'Fasilitas Ramah Difabel', 'AC', 'WiFi Publik', 'Lift', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-in Tanpa Antre', 'Resepsionis 24 Jam', 'Check-out Tanpa Antre', 'Kotak P3K']",4.2,400001,198000,-7.936591,112.625734
Sans Hotel Queen Batu,Hotel,"Batu, Malang","Jalan Gandarsari RT 05/RW03 Gondang, Tulungrejo, Kec. Bumiaji, Kota Batu, Jawa Timur 65336, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.1,382883,166131,-7.819127,112.527396
SO Boutique Hostel,Hostel,"Klojen, Malang","Jl. Majapahit No.1G, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Arena Game Center', 'Ruang game', 'Teras', 'Ruang Merokok', 'AC', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Gazebo', 'Perpustakaan', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",4.2,700000,70000,-7.978719,112.633466
OYO 3298 Bromo Guest House Family,Hotel,"Kepanjen, Malang","Jl. Bromo, Kepanjen, Kec. Kepanjen, Malang, Jawa Timur 65163","['tiket CLEAN', 'WiFi', 'Parkir', 'Fasilitas Ramah Difabel', 'tiket CLEAN', 'WiFi', 'Parkir', 'Fasilitas Ramah Difabel', 'Teras', 'Ruang Merokok', 'Tempat berjemur', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa']",4.0,172634,105623,-8.124852,112.565688
LG Homestay,Guest House,"Kepanjen, Malang", Jalan Adimulyo 126,"['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Fasilitas Anak', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Fasilitas Anak', 'Penyimpanan Barang', 'Memancing', 'Ruang merokok khusus', 'WiFi Publik', 'Pengiriman Grosir', 'Kuil', 'Layanan Laundry/Dry Cleaning', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Check-in Tanpa Antre', 'Layanan Concierge', 'Layanan bangun tidur', 'Resepsionis 24 Jam']",Belum ada rating,275001,174999,-8.126729965209961,112.57434844970705
Ancala Inn,Guest House,"Bromo, Probolinggo","Jl. Desa Tosari No. 73 Tosari, Pasuruan. 67177","['tiket CLEAN', 'Parkir', 'tiket CLEAN', 'Parkir', 'Parkir (Gratis)', 'tiket CLEAN', 'Televisi']",4.3,990000,450000,-7.887052,112.902174
Cemara Indah Hotel,Hotel,"Bromo, Probolinggo","Penanjakan Street, Cemara Lawang Village, Ngadisari","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Fasilitas Rapat', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Fasilitas Rapat', 'Berkuda', 'Teras', 'Fasilitas rapat', 'WiFi Publik', 'Restoran', 'Parkir (Gratis)', 'Gazebo', 'Hewan Peliharaan Tidak Diperbolehkan']",3.6,1249901,498323,-7.921536,112.963614
Gubuk Ndeso Homestay,hotel,"Bromo, Probolinggo","Jl. Raya Bromo No.92, Dusun 1, Sapikerep, Sukapura, Probolinggo, Jawa Timur 67254","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Perlengkapan BBQ', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Perlengkapan BBQ', 'Karaoke', 'Bersepeda/Bersepeda Gunung', 'Teras', 'Lounge', 'Tempat berjemur', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",4.4,340000,340000,-7.904254,113.041423
Grand Whiz Hotel Bromo,hotel,"Bromo, Probolinggo","Sukapura, Probolinggo, East Java 67254, Indonesia","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Fasilitas Rapat', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Fasilitas Rapat', 'Tenis meja', 'Tenis Meja', 'Kolam Renang Anak', 'Teras', 'WiFi Publik', 'Kolam Renang', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",3.6,2187500,250000,-7.87415,113.045876
OYO 1087 Homestay Potato House,Hotel,"Bromo, Probolinggo","Jl. Raya Bromo, Krajan I, Ngadas, Sukapura, Probolinggo, Jawa Timur 67254, Indonesia, Probolinggo","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa']",4.0,131358,85170,-7.920258,112.995372
Istana Petani Homestay Bromo,Guest House,"Bromo, Probolinggo",Jl. Raya Bromo Km.31 Ds. Sikerep Kec Sukapur Bromo Probolinggo,"['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Karaoke', 'Gitar', 'Teras', 'Ruang Merokok', 'Ruang merokok khusus', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Gazebo', 'Hewan Peliharaan Tidak Diperbolehkan']",4.2,426000,332798,-7.905652,113.040417
Defada Village Bromo at Desa Wisata Bromo,Guest House,"Bromo, Probolinggo","Jl. Kesehatan No.2, RT.04 RW02, Watulumpang, Sukapura, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.1,382110,191193,-7.885328,113.049557
Bromo Indah Lestari Homestay RedPartner,Hotel,"Bromo, Probolinggo","Jl. Bromo No.9, Wonokitri, Tosari, Pasuruan, Jawa Timur 67177, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",5.0,288200,218028,-7.893361,112.91164
Savana Guesthouse,Homestay,"Bromo, Probolinggo","Jl. Raya Bromo, Rombok, Wonokerto, Sukapura, Probolinggo, Jawa Timur 67254, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Teras', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Tur', 'Resepsionis 24 Jam']",Belum ada rating,350001,280356,-7.927001,113.0139
TENGGER HOMESTAY Bromo,Homestay,"Bromo, Probolinggo","TENGGER HOMESTAY Bromo Jl. Bromo, Wonokitri, Tosari, Pasuruan, Jawa Timur","['tiket CLEAN', 'WiFi', 'Parkir', 'tiket CLEAN', 'WiFi', 'Parkir', 'Parkir (Gratis)', 'tiket CLEAN', 'Shower']",4.0,249559,242073,-7.891235,112.911165
Hotel Nur Cahaya Syariah,hotel,"Bromo, Probolinggo",Jalan Raya Bromo Km 31,"['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'WiFi Publik', 'Resepsionis 24 Jam', 'TV kabel', 'Shower', 'Teras atau Balkon']",Belum ada rating,500001,250000,-7.905600070953369,113.04004669189452
Ben Hill RedPartner,Hotel,"Bromo, Probolinggo","Jl. Ps. Sayur, Watulumpang, Sukapura, Probolinggo, Jawa Timur 67254","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",Belum ada rating,296946,114055,-7.885218,113.048967
Yeski Homestay at Desa Wisata Bromo,Hotel,Probolinggo,"Jalan Podokoyo 1 no 1, Senogiri, Podokoyo, Tosari, Pasuruan, East Java 67177","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",Belum ada rating,514800,150355,-7.922659,112.908859
Sri Dewi Homestay RedPartner,Guest House,"Bromo, Probolinggo","Jl. Bromo Tosari No.69, Tlogosari, Tosari, Pasuruan, Jawa Timur","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",5.0,262260,118942,-7.87845,112.900116
Good Karma Guesthouse,hotel,"Bromo, Probolinggo","Jl Cemara Lawang, Ngadisari, Bromo, 67254 Bromo, Indonesia","['WiFi', 'Parkir', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Penyimpanan Barang', 'Mendaki', 'Berkuda', 'WiFi Publik', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Tur', 'Check-in Tanpa Antre', 'Resepsionis 24 Jam', 'Kotak P3K']",4.1,261000,206485,-7.92135,112.96576
SPOT ON 2327 Dome Hotel,hotel,"Bromo, Probolinggo","Jl. Mawar No.37, Sukapura, Sukapura, Probolinggo","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Lounge', 'Ruang merokok khusus', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa', 'Resepsionis 24 Jam']",Belum ada rating,173562,173562,-7.888488,113.047716
Villa Wijayanti Bromo,Villa Privat,"Bromo, Probolinggo","jl.raya bromo, ponjol,wonokerto,sukapura,probolinggo,jawa timur","['tiket CLEAN', 'Parkir', 'Ruang Tamu', 'Fasilitas Ramah Difabel', 'tiket CLEAN', 'Parkir', 'Ruang Tamu', 'Fasilitas Ramah Difabel', 'Teras', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Tur', 'Staf Multibahasa', 'Penukaran Mata Uang']",4.6,700000,700000,-7.922093,112.998201
Villa Tengger Asri 6 Gunung Bromo,Villa,"Bromo, Probolinggo",Jalan Raya Bromo,"['WiFi', 'Parkir', 'WiFi', 'Parkir', 'Mendaki', 'Berkuda', 'Taman', 'Ruang merokok khusus', 'Tur', 'Resepsionis 24 Jam', 'Kotak P3K']",Belum ada rating,1075768,1075768,-7.916136983461709,112.9833303815501
Homestay Firdaus Bromo,Vacation Home Privat,"Bromo, Probolinggo","Jl. Ringgit, Desa Wonokerto, Kec. Sukapura, Bromo","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Ruang Tamu', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Ruang Tamu', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'tiket CLEAN']",Belum ada rating,700000,700000,-7.921711,112.997759
Anugrah Bromo Homestay at Desa Wisata Bromo,Vacation Home,"Bromo, Probolinggo",'Dusun Kertoanom' 'dusun kertoanom RT 02 RW 05 desa tosari. kecamatan tosari kabupaten pasuruan.',"['WiFi', 'AC', 'WiFi', 'AC', 'AC', 'Ruang merokok khusus', 'Resepsionis 24 Jam', 'Area Merokok']",5.0,141361,141361,-7.879000186920166,112.89544677734376
Gebby Homestay Bromo RedPartner,Hotel,"Bromo, Probolinggo","Gebby Homestay Bromo, RT.01/RW.02, Tlogosari, Ledoksodo, Pasuruan, East Java, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",Belum ada rating,255210,115491,-7.884649,112.900188
Homestay Family Gunung Bromo,House,"Bromo, Probolinggo",Jalan Ringgit,"['WiFi', 'Parkir', 'WiFi', 'Parkir', 'Mendaki', 'Berkuda', 'Ruang merokok khusus', 'Tur', 'Check-in Tanpa Antre', 'Layanan penyewaan sepeda', 'Resepsionis 24 Jam', 'Check-out Tanpa Antre', 'Penjaga pintu']",Belum ada rating,860399,860399,-7.922258462022615,112.99908049826377
ROOM Hostel Banyuwangi,Guest House,"Banyuwangi, Banyuwangi",Jl. Simpang Cevilla II Kebalenan Kec. Banyuwangi Kab. Banyuwangi Jawa Timur,"['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Resepsionis 24 Jam']",4.5,199000,110000,-8.234382,114.350873
OYO 1579 Kate'el Inn,Hotel,"Banyuwangi, Banyuwangi","Jl. Letjen S Parman No.26, Sobo, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68418, Indonesia, Banyuwangi","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa', 'Resepsionis 24 Jam']",4.1,535600,230903,-8.237258,114.357244
RedDoorz Syariah near UNTAG Banyuwangi 2,Guest House,"Banyuwangi, Banyuwangi","Jl. Letnan Sulaiman Gg. Ipeda 2 , Rt. 003 Rw. 002 Kelurahan Sobo - Banyuwangi","['WiFi', 'Parkir', 'AC', 'WiFi', 'Parkir', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Shower']",3.9,164970,155000,-8.231402,114.360947
RedDoorz Syariah near Mall Roxy Banyuwangi 2,Guest House,"Banyuwangi, Banyuwangi","Jl. Ikan Sadar No.3, Karangrejo, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68411, Indonesia","['WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Penitipan Bagasi']",4.0,335580,162750,-8.219624,114.374929
Samar Wulu Guest House Syariah,hotel,"Kalipuro, Banyuwangi","Jl. Gatot Subroto No.5, Lkr. Kp. Baru, Bulusan, Kec. Kalipuro, Kabupaten Banyuwangi, Jawa Timur 68455, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.0,413400,189000,-8.146688,114.399614
SPOT ON 2022 Darman Family Residence,Hotel,"Giri, Banyuwangi","Perumahan Garuda Jalan Mawar Blok A 10, Krajan Satu, Boyolangu, Kec. Giri, Kabupaten Banyuwangi, Jawa Timur, Banyuwangi","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa']",3.9,76800,59030,-8.206221,114.350936
Berlian Abadi Hotel,Hotel,"Kalipuro, Banyuwangi","Jalan  Yos Sudarso No.165, Klatak, Kalipuro, Kabupaten Banyuwangi, Jawa Timur 68421","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'AC', 'WiFi Publik', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Penitipan Bagasi', 'Tur', 'Staf Multibahasa', 'Resepsionis 24 Jam']",3.4,363000,139731,-8.174205,114.384193
RedDoorz Syariah Plus near Banyuwangi Airport,Guest House,"Kabat, Banyuwangi","Jajang Surat, Karangbendo, Kec. Rogojampi, Kabupaten Banyuwangi, Jawa Timur 68462","['Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Ramah Difabel', 'Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Ramah Difabel', 'Teras', 'Ruang Merokok', 'AC', 'Tempat berjemur', 'Ruang merokok khusus', 'WiFi Publik', 'Kolam Renang', 'Ruang Tamu', 'Parkir (Gratis)', 'Gazebo', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.7,418000,206196,-8.298764,114.306839
RedDoorz near Pantai Boom,Hotel,"Banyuwangi, Banyuwangi","Jl. Sayu Wiwit No.50, Kp. Melayu, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68412, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'AC', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi']",3.4,410550,128864,-8.207871,114.376617
RedDoorz near Banyuwangi Kota Train Station,Guest House,"Glagah, Banyuwangi","Jl. Stasiun Karangasem, Lingkungan Krajan Rt, Bakungan, Kec. Glagah, Kabupaten Banyuwangi, Jawa Timur 68432","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Teras', 'AC', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Rak Koran', 'Resepsionis 24 Jam']",4.0,302005,132000,-8.223859,114.34055
